SRR13825328	SRR6324886	SRR9118109
16S_17024c73de70	14	0	0
23S_2578b9559da6	2230	24	2419
23S_16796f956687	130	32	1228
23S_250647308e0e	3999	0	26
23S_1867e0c0861e	4809	0	2868
23S_22312b04ca92	2532	2800	204485
16S_2548f6d317a9	47070	0	3714
23S_19176d00c72e	66	0	204
23S_2652636b4966	12680	26	5
23S_1146522a4c65	146	0	4581
16S_104777ee89c5	179	2047	126047
16S_2739288dd938	222	2	444
23S_186658498e0d	89	1	21
23S_2246e05cb241	697	0	38
23S_130756ac75f5	1	0	1456
23S_2867928a5851	16	1	148
23S_152557b2861d	8	0	0
23S_2611facb1632	2273	12	930
23S_2355fc93adf8	61	1	115
23S_187731634a18	1594	0	2984
23S_2862084643b3	441	0	91
16S_1727469ea059	6	0	4
23S_268611cc2ccc	14	0	4206
23S_1248d0ee7238	5	0	4
23S_292225ec1ffb	83476	30	367
16S_159818bbe569	33	0	3365
23S_2963bcca944d	2	0	0
23S_1240175e8e64	187	0	10
23S_213339507c65	38579	0	67
16S_2037937f9282	2	0	948
23S_20857262f864	31943	18	16246
16S_1495116ea11f	30	0	271
16S_10911cf2b8c8	192704	29	1759
16S_2349f39ec46e	29343	2023	152971
23S_2925e5afe209	2	0	296
16S_28121adfbbe9	296	0	764
23S_1443904d2544	1	0	265
23S_211814719fc9	210	28	271
16S_1873c467e193	553228	1921	142008
23S_1387fc325ed7	28255	0	117
16S_141713ab50a7	65	0	0
23S_24098640e2d3	14	0	591
23S_18653e3b759b	1551	22	580
23S_1590b0783c6b	262	154	20
23S_10120a861435	1	0	0
23S_1646f401ce56	45	1	4
23S_2994d9c0b051	49	0	0
23S_13401de56b75	119	8	851
16S_1060b6e1697f	2	0	0
23S_1172b2ede165	15	0	2337
23S_21286c87b690	1	2	0
16S_18095ca5c190	394	0	3
23S_11240d664b12	20	0	131
23S_1053e4f65843	2065	0	38
16S_2571a863af6c	12	0	2
23S_1529d1c004d2	5	0	0
16S_13418b20c016	11	0	1028
23S_1358c0530d5d	1	0	0
16S_244376d51da7	546	0	203
23S_15987611a408	17	0	1
23S_2850eeedf322	1767	7	485
23S_16586025c388	96	0	1199
23S_2420dabf7ec8	1214	0	0
16S_13871e73f071	14	0	0
23S_1365ece2d3dc	1	0	68
23S_1246f6ce2487	77	0	1320
23S_2962c3429859	19	0	0
23S_2597690e00eb	28	1	90
16S_2662a553225b	1	2	384
23S_1871979ffa5e	1	0	323
23S_2523d9272c05	29806	15	2119
23S_140659bd5deb	175	3	18
16S_13366eb4c63d	1	0	1
16S_2567bcf51040	26	18	2265
23S_2601c01411de	27	0	0
23S_29035f783be2	67391	0	43384
16S_2275b37c8491	6052	7	162
23S_2496bcf76549	1	0	0
23S_20536b1e0e4b	38	0	5090
23S_2258e549cf59	59	0	0
16S_2022ca5992df	308	182	302
16S_23649cf8f27a	15	0	0
23S_2065f619479f	357	1	409
23S_272586854189	24	7	4
23S_185254dcb042	325	0	23
23S_2637f09483dc	39	0	0
23S_2287883d67a9	3045	5	582
23S_1063ea749d83	26084	0	2443
23S_2319dcba70df	15060	0	726
23S_2259a0237e2f	104	0	7
23S_2536ffb48178	1920	0	898
23S_16330a9cca56	2233	0	5079
23S_27643a5114ee	441	0	91
23S_289229ea9724	327	501	68527
23S_2699e8286624	1401	133	9720
23S_12724d573265	106798	0	38150
23S_108181f60022	3	0	8
23S_1315b3034b8f	6513	8	3669
23S_1151ce526346	31	0	10
23S_1808fc3dd603	1	0	2
23S_2376e73fdf76	6	0	889
23S_1241f86edb02	24	0	1
23S_1846ff97f54c	88	0	0
23S_129721aa6a07	10	377	619
23S_1831957cf059	37	0	60
23S_2850519ec7a0	16	0	4
16S_13998cdb456b	233034	1	3381
23S_1891a2d9361c	1321	1	17
23S_2336385d0e2e	21	0	17
23S_291635b0ed64	2	0	1409
23S_2947f74f1d94	7	0	1
23S_27760fb1788e	28	0	54
16S_17229954b6fe	8	0	125
16S_273665917728	20	1791	165525
23S_1995a8c85349	81	1735	236792
23S_230712e26202	234	0	23538
23S_1357b36557d2	29	13	45
16S_1793d1f47827	11289	4	275
16S_2722a9e83a0e	58	10	608
23S_2327d94b21af	2642	1036	2388
16S_2142fc8f10ca	16	5	0
16S_1887aa772811	1320	0	0
23S_1111a10ec48d	587	0	2127
23S_29414e57b663	5	0	1821
23S_138319527c45	36820	13	12845
23S_2787f01f07e0	2114	0	133
23S_212086138d2b	19	0	0
16S_206096828466	23	0	9
23S_1559cf3ca1c7	5	0	398
5S_2585f5afc91d	4	0	84
23S_1197f0b2e4da	20	0	250
23S_1067dd2c8c91	4	0	2311
16S_2621490f37dd	2	0	0
23S_10478b2db820	1474	0	9
23S_122115c91056	57	12	10
16S_248605e9109d	1093	61	58
16S_1038f5c9bc57	2596	0	451
23S_2293e980ef86	211879	22	48
16S_12717a28b927	2	0	320
16S_196760028ca3	15	2	3
23S_188732f1ff84	4	14	6
16S_14621d9a7ecb	12	0	1387
23S_227793001d70	42475	0	60
16S_1946b3b84791	20	4	346
16S_2015e76d4334	344	7	3
16S_23571ba47fa4	145	4	0
23S_1197c163f153	10	0	3
23S_122665bb9dfd	30	1942	161945
23S_2808ae0e5833	86	0	345
23S_136729b7ec3d	17179	1811	175411
16S_29851b1cb4f7	203	3259	290357
23S_259257dfdee7	19033	0	1137
23S_242612a7b876	124	0	1553
16S_184071d93bc9	98983	0	545
16S_11869f594dca	11	0	8
23S_2377a45e95fb	281	23	885
23S_28601e1233e0	104	0	0
23S_1506bcd77dcd	27	0	2573
23S_26639d3761d5	1	0	0
23S_10248a8bbf15	3	0	1
16S_218744ed5d30	576	75	13
16S_1904b8797c61	1	0	47
23S_2607addc1c18	1551	38	1880
23S_110113269e5a	228	28	301
16S_12950ff43038	43	0	2463
23S_118805aac805	2164	0	129
23S_1918d8cf982c	2	0	0
16S_1436b36f9d2f	8	0	1
23S_29184f635b12	1621	0	319
23S_183252687382	2690	0	0
23S_1165505429ed	318	21	5
23S_284942d1458b	385	14	3
16S_2359b14644c8	5	0	200
23S_21985608f828	4	0	4755
23S_2748f75bbbd7	130	32	1228
23S_21407e3018f7	354	0	206
23S_2031dfc73bd8	21	0	4542
16S_294156078bba	8	0	0
23S_12276365ac89	7	0	0
16S_259845870e00	3	0	4327
23S_14438aab5033	86519	0	457
16S_2649fb6fa72b	3096	0	148
16S_15021cb50939	95	0	200
16S_2326b8c8e6ef	1314	2026	216974
23S_24710f2c5866	16	1	148
16S_1703f3f86f50	7408	2393	194642
23S_2180736ce315	5837	8	2939
5S_22659ae401aa	2	0	0
23S_1636de3c0803	126632	1656	120071
23S_163812fcc9e9	9734	1457	104258
23S_1437f07844a0	10	273	0
16S_16776e9b50ed	211	1693	146536
23S_1945429df701	306	1	97
23S_27006ebce663	67	0	827
16S_24835020531d	41	0	10
23S_141020529069	3912	0	54
23S_26382a4adb76	194	37	378
23S_21159b951bdb	10	0	8
23S_10296e7bcd6c	41	0	0
23S_2065b1fb621b	1	0	836
16S_1303b574e5aa	990	0	3
23S_22425e6730e4	36	0	3003
16S_1426a04e54ba	4	1	419
16S_1016dd99efa3	7530	1929	114548
16S_111500cfb027	1093	2	3
16S_23606d607e5b	31	0	0
16S_2535bc219880	59	0	5
16S_20178f435f1b	48	0	362
23S_10090f43f716	155	0	1
23S_190978024458	2	0	0
16S_2579b63946dc	82	0	45
16S_1102eb00436f	5184	0	192
16S_1298bd08b7a5	2	5	3
23S_2524c3e4b08f	22	0	1
23S_2425d4d2c7c8	5	0	2038
23S_2713a1d2e629	19	0	26959
16S_1347b2339b2b	3	0	128
23S_15453cac3f98	465	0	30
23S_165466244e72	1	0	8694
23S_229761f065f5	80669	5	3546
23S_215822f856e0	18	0	523
23S_2059dedfaccd	4	0	3
23S_2799016ad3f2	1	0	0
16S_1563d805ec9d	1964706	4554	167198
16S_23965355a568	59	0	3
16S_2209d5b45b20	3	2271	375382
16S_18835c7060cb	4	0	0
16S_2170ca656683	423323	6	10856
16S_11458907f278	3233	0	2179
16S_162884132528	1005	0	0
23S_14204c59b92a	763	0	10932
16S_2059a9ec6bfe	2	10	0
23S_2385e586d61c	36165	95	2856
23S_12478a0389c5	81776	1549	193705
23S_198180887e1f	1435	0	5744
16S_2681ff60d793	522	336	282
23S_1286b3fd4b86	171	0	21
16S_2378185fa23e	452547	27	4546
23S_1677c5d3f0ca	1	0	207
16S_21727e89b880	1	0	0
23S_2058daa75ea0	3	0	0
16S_1118981f4171	26408	0	752
16S_2475aa0c4577	1	9	361
23S_1019e56d67fd	35	0	155
16S_2567a606f704	2	0	17
23S_14360cc28edd	30	0	220
16S_2026108c1a44	3	0	0
16S_2768a652bc30	5	0	450
23S_11696998ee1e	5452	2	7599
23S_1461ce881248	68962	0	652
16S_26299fba4200	113	0	2
23S_2481f109afa9	480	0	996
23S_2385f8668887	1	2	0
16S_1827d647f49b	48	0	4
16S_23244892eaf1	3	0	0
23S_1813282a9148	1	4	28
16S_2704914032f8	86	4	421
16S_1919a4e42c08	8	0	1
23S_2179e85f57a2	125	0	94
5S_2542dffb9792	2	0	4
23S_1882763cb52e	88	0	29
23S_1755f208dc82	146	1970	151142
16S_183721c4bbcd	5	7	0
23S_1282f2dbe498	1381	0	1
23S_1855bc76d477	1047	0	306
23S_218288274082	21	0	2238
23S_14214681d48d	5	0	7
23S_20590e42d886	80928	73	1929
23S_2364841227a3	101	0	220
23S_2524d0b081cf	345	0	99
23S_22682763e814	1209	0	716
16S_186902b8ba96	104	0	62
16S_1033e79dee83	1	0	331
23S_244947ce6e6e	1	0	204
23S_14175a0920ff	31	0	0
23S_226963a84d24	926	0	890
23S_2766b0eb3d5e	1629	0	6
16S_1930bd196eee	1001	0	0
16S_10593b3f1c01	192704	29	1759
23S_162496bd442c	4138	0	1336
16S_1474e86dbf7d	145	0	179
23S_10469970805d	16	297	1
23S_2395ddff6d21	10	0	453
23S_202511a3d619	8	0	2
23S_181224325e62	3531	0	189
23S_25357cb60617	3	0	2
16S_19781606bd11	18065	1422	119058
23S_1605aefa084b	3	0	0
16S_26888e74806e	247	0	21
5S_13717622b444	11	100	49494
23S_150801fdd43c	135742	1625	261737
23S_25993a980ac9	3	0	19
23S_2613f770d7ae	123	0	865
23S_2622c22ecc47	2	0	0
23S_13241d206268	89	0	1689
23S_163156f175ee	28	0	54
23S_13541abfb28b	24	0	36
16S_28291f808023	1241184	3214	160040
23S_1135eb4f9483	272	1145	129826
16S_28120e8cbc0a	31	11	589
23S_1114509ec285	105	1	1331
23S_1465e14b7583	16	0	43224
23S_22625e7b9de8	2170	0	12748
23S_20685193698d	15	0	0
23S_2214239f09e7	1	0	20
16S_12930cf8cb70	16	0	0
23S_1044ed4b34cd	946	41	951
23S_1146136bbbf0	3	0	751
16S_2526cb276517	274	43	20
23S_2665e50cc754	16	1853	134854
23S_13803185d4ef	1234	0	1206
23S_159655855182	7	2	1680
23S_1430521db2f4	1	0	0
23S_2084895a01fd	220	45	1
23S_244397980e35	22	1	0
23S_19853cda10bf	2	0	507
23S_1859d992a92f	16	0	213
23S_20944e77ed76	72	0	177
16S_21696a1c3141	56	1024	128594
23S_113987c5d86b	2986	0	3958
23S_17198773ab85	1391	0	0
23S_2794475e61a6	32	0	1
16S_180822272be0	101	0	352
16S_241593bb607d	86906	1553	136123
23S_1159c0c55df7	2	0	835
23S_1061da6684c5	749	0	3
23S_29119bdd6b6f	4173	0	1565
23S_1511f43db594	28	0	4
23S_158595994fb7	75	11	0
16S_11324c833806	101605	2488	186165
23S_258096e3443b	33	0	803
23S_2110dd3d345d	733	5	228
16S_2723d496f89c	1	0	5
16S_142282d85dda	2054	387	32130
23S_1283d34ba6ce	16	0	2
5S_20668cc6588e	2	7	2787
16S_2650b17c6b25	3	0	0
23S_1269eb111401	177	0	125
23S_24572a58471f	58	40	14265
16S_1109c27dffdd	185093	0	8693
23S_19644a8b293e	5	0	0
16S_28362489d6f2	2932	0	471
16S_1673183fa21b	3	0	0
16S_23385176a587	37	14	33
23S_28213e5ab2e7	182815	0	807
23S_1789450ba933	2398	0	750
16S_2901b707e2cd	429	80	739
16S_2447ce31bc8b	2883	0	792
23S_19925c78460c	16	0	1
23S_18908eb0e63c	990	0	71
23S_19005c0c1017	34536	0	33
23S_1329cf63eed2	2	0	115
23S_2752db42b6ad	110	2304	291782
16S_1569715bfa3f	178	1	4
16S_106949c5c3ad	2	0	6
16S_219113812301	3	0	3440
23S_14410e2221a7	53853	3556	281894
23S_105818274a44	29636	0	6253
23S_26049e0be608	985	2	1387
16S_15980fdd262b	58	1147	78943
23S_10424443faa3	11	275	0
23S_1719f682c553	187	0	10
23S_235116f86f54	68	0	187
16S_2005b8bec03e	447239	0	5452
23S_26734149b276	4841	2	19
23S_1555747bdb8a	1841	3	128
23S_201562849580	50	0	9511
23S_2682fafb0cea	33	18	44
23S_227001d2d95d	184	0	160
16S_1811874e159e	5038	3	433
23S_1619df8962c0	241	0	102
16S_23917ac4e601	33	0	711
23S_267458949a57	142	3319	308753
23S_1418fc1a9f02	254	0	3
16S_1136a67b6c19	1314	2026	216974
16S_263857aaad86	34	290	35006
23S_249713515302	73	0	597
16S_1545ab817dcf	24	1273	125911
23S_23364626e404	112	0	371
16S_181371abc878	2512	52	517
23S_212386c0e054	2	0	0
23S_21606939d81f	259	17	0
23S_2415ea50da9e	1	0	4034
16S_164371b5a0d3	419	0	10
23S_1912fc36dbb5	23	0	12
16S_28628a9f8de4	2	0	17
23S_121766f96337	423	0	313
23S_193565013dbd	6	0	654
23S_1104130885c2	24	0	36
16S_227613368f8a	68	1937	177574
23S_2332473ded79	7	4	0
23S_107014812808	10	0	5
23S_1984704d7cc1	23	0	6
23S_2245283ac2a3	79046	11	1104
23S_26430ca7e04d	36	0	1027
23S_196076d177a6	16	4	1302
23S_2743c0bf04cf	1	1589	236318
16S_2220aecdbb65	104	12	177
23S_2025ab7b2051	715	0	1906
16S_230471e7a55e	6	0	1190
23S_1036364ab02f	16	0	141
16S_12245a686c4c	30468	0	1401
23S_21170ad4d4ff	4343	4	768
16S_2363b29dcec2	7	4	437
23S_2049ea1f961f	74	0	2215
16S_1261020a4f10	72	0	0
16S_25672cb9e81a	53	5	19
23S_102566c2213c	354	0	206
23S_29378fa68e26	21	0	12
16S_24629aa97720	1964706	4554	167198
23S_12783463bbea	24	0	117
23S_18968bd158d6	34	1921	162468
16S_117073b8fcf5	53468	0	158
23S_269235f785a3	10	0	14
16S_2179973f0f1a	1352	0	1531
23S_2199baafdb34	2554	0	1309
23S_1590f34229a2	1015	0	140
23S_2672817cff29	4	2189	506018
16S_19073688e9ab	247	0	21
23S_2931f4a5423b	12057	0	394
23S_166164152996	78	0	1201
23S_24274ce4a0f6	5	0	497
23S_2873bde05276	24	0	12
23S_10554a94608e	25	0	0
5S_2463b09a7ad1	1	0	0
16S_1515e8cc2ed4	1	0	1369
16S_25269ed6e7c4	43321	26	1485
23S_19721f1aceaf	245566	17	1493
23S_294405e9f71e	1	0	12
16S_2299e188241c	38301	1605	150313
23S_1856ccc3d541	52	0	2383
23S_1653cdef8dff	3	0	47
16S_19072d000662	1	0	203
23S_1658ccff1430	18	0	6
23S_18241e80dce0	7502	12	448
16S_18412f9c81b8	6	0	0
23S_180636a806bd	1	0	0
16S_2428b70c71d6	395533	4056	302175
23S_119713146f75	1	0	0
23S_1375220b1784	1	0	1
16S_1685dc9d2bb1	1271	20	689
23S_2987b1493b6e	903	0	75
23S_2686eeaa80a9	996	57	863
23S_1904374c1700	22118	6	1256
16S_21604135b2a0	247	0	20
23S_15893189b123	25	0	0
23S_2632b30d9596	4246	2007	110372
23S_1323af19c2b6	11	0	0
23S_114159243c2a	32758	0	2765
16S_18703f488d8c	1	0	0
23S_2097c7ba385e	24	0	36
16S_222756c2cf49	38219	0	63
23S_2772028ea68b	182897	0	45
23S_13622e59f932	200	0	2
23S_2871bddf048b	2	0	5037
16S_1765603b064f	33	0	3857
23S_151283071147	1	0	0
23S_1096e0ab59e5	228	28	301
23S_1810ab2982af	69	8	1006
23S_19030fb6491a	53	8	337
16S_2270c3555b38	308	484	59
23S_1664a716accf	26	0	0
23S_170189e86756	14	1	0
23S_1045aa66edbf	3184	6	3558
16S_27932f4dd141	2	0	0
16S_2479e62a94b2	261	3	4173
23S_253219ae2d5f	292	1	8
16S_2588be1e104f	38331	0	5
23S_13721aa6ae5c	85	0	314
23S_281666421008	4	0	209
23S_2062ca1d739a	1	0	0
16S_1367b69e1234	13	0	8
23S_26954787a6a5	37	0	1100
16S_28792b666b92	2	0	1096
16S_202899fdb6e8	826	0	1335
16S_263398e1d6b2	3	0	0
23S_2860922fc488	1549	0	492
23S_2095fff830bd	1	0	127
16S_175620ae8806	38	1867	148422
23S_2829b5512849	104	0	3303
16S_11712e9ff615	54	2343	180720
23S_1176b19deee3	1060	0	290
23S_1776e57fb946	25450	0	7979
16S_2449c894a365	23	2049	126265
23S_13529775024a	6	0	121
16S_1263aad0e168	5363	0	190
23S_1613429ffb24	3310	1604	230952
16S_1522f1767de8	144	17	853
16S_256543a41170	8	10	131
16S_22877cbd976b	38	0	170
23S_248998ebe599	529	19	6364
23S_2106e8592a8d	341	0	0
23S_142211263d41	64	0	2157
16S_23957217d769	3	0	4327
16S_1633fd8e5886	64	0	2
23S_2712100e7178	1	0	4
23S_1444370c7f05	2	0	0
16S_2274f08903d5	23	2049	126265
16S_2404d945a61e	26	0	935
16S_14988ed19910	17	0	1
16S_157785275661	3303	1611	136759
23S_251814063832	5	158	13176
23S_24608f012a8b	31562	1	1066
16S_22209f6dbab3	8	0	1
23S_1224353cf01a	8882	0	31
23S_29322c65699a	6	0	6
23S_17284485a604	3903	1208	62865
23S_1781a8722242	1	0	0
16S_2935d8a561ee	7542	2739	130363
23S_27556c1063f7	549	0	206
23S_1718de7c1bab	1340	8	507
16S_17782906ffdf	486	12	0
23S_1395f5568e13	121	0	1810
23S_148158e6fa25	6	0	0
23S_1750eccff6c1	3976	0	1210
23S_16277923f126	64329	53	454
16S_14877e377e42	4	0	12
23S_2516b0ed57f2	57	1	5756
23S_1249e674f085	24	0	117
23S_249523e279c2	2273	12	930
16S_2072ae5a1f44	1	0	77
23S_1180cae2f55f	7	0	1
23S_1874e2c88456	7	7	298
23S_1476640fe1d4	66	0	4
23S_2695081c6c01	62	0	289
16S_1630aa4e9457	5038	3	433
23S_27370339e7d5	11	0	138
23S_2926e2e1863c	2	0	0
23S_1428a2cf333d	20	0	3543
23S_1402a89e34b7	46038	26	1052
23S_1433fbf09f12	26	0	0
16S_2904761cf71d	172	0	7
23S_257835b450f3	44	0	0
16S_135294914438	3	0	38
23S_1875bc2dbd90	49	0	695
16S_1099bdace8e5	134496	31	2
23S_23167425027e	41600	0	1
16S_2998cd545873	172163	65	2253
16S_2685674299d0	2	0	0
23S_2582b6b11660	8	0	1
23S_172091d56580	508	11	260
16S_1579a6e62a22	5	0	626
23S_1702cbaeaf92	1526	0	2
23S_245155f156a2	257	5	3
23S_11560690f562	3	0	0
23S_1398d8bc9d54	6339	0	5210
23S_175722f4a8c5	3	0	0
16S_28479cd4f2a1	12	0	11
23S_17576d3a96b1	184	0	160
23S_1971621f075d	2	0	0
23S_2032aabfc081	3	0	0
16S_17779e1c6b54	3133	0	390
23S_2407911cef52	33	1	302
23S_1518f2450f14	33	1	30
23S_1873d440fe56	5452	2	7599
23S_16378b7a0744	30274	0	12
16S_1390132ef238	3	0	4327
16S_2420b9d8fcbd	1	0	72
16S_254876604de8	441	0	12
16S_148799700938	25139	2243	222731
23S_2845a4e9581e	38	1933	162816
23S_27737271571c	6	0	7
23S_182432192d89	14	0	24
5S_15053e150601	2	0	0
16S_1863877050b0	45	0	321
23S_25861a25d52e	3	0	1978
16S_1671fc6fd78f	138314	0	1355
23S_15293c0d7012	6	0	295
16S_15085bcc1616	1990	0	657
23S_24640b1b038a	10	0	0
23S_151406500fdc	9	0	1
23S_27306939ddbf	2	0	0
23S_2974ad9e4818	4966	1813	238050
16S_21945ed97c67	22	0	75
23S_1215d6d8073a	38562	0	28
16S_1085c5df3d64	3	0	0
23S_2957f9637bd4	3	0	0
16S_2080b8687e76	88	0	1491
23S_1050ff67eb14	13041	0	3812
16S_19048649c26f	1477	651	464
16S_25445a2605b2	527	336	283
23S_23814045cd59	120	0	0
23S_21125a6fbc40	1	0	0
23S_218641e6dcc3	519	535	362
23S_209511f5551d	2	0	0
16S_125953408fbb	40	5	2
23S_2531d9b0160f	34944	0	6796
23S_2789455d1278	26	0	18907
23S_282796f89c22	36605	0	298
23S_12122ee6f750	36	0	8685
23S_1799534e7cb1	318	0	0
16S_25853ec0d4ed	28	0	0
23S_2391b57dd2d5	8567	0	5767
23S_2976e9d47516	67	24	10
23S_2972479eb59f	262	0	176
23S_2416a8049100	47	8	0
23S_2732554b68ad	317	0	1212
16S_11509bd695d0	15198	4	879
23S_1592f25d0bfb	1	0	24
23S_16676bb2abb5	3	0	2853
16S_1220a0825ede	103870	6	370
23S_1367087b8f3b	22	0	7
23S_1825c30cb7b2	3122	1420	99014
23S_26873842e743	6	0	197
23S_17611e5332c9	33	0	1
23S_1289d586deec	1467	0	553
23S_13746bb3e2d7	164	1851	152561
23S_2334b6b27c7a	6	0	0
23S_2789f347f0fd	6	0	11
16S_24764b017365	596	0	196
23S_1977d58b58c0	1918	0	1617
23S_1850a914f26e	256	744	7
23S_232471c61fd4	7044	0	26375
16S_1479479559d7	172163	65	2253
16S_239691a04044	6	0	3912
23S_2072598952eb	108	1	3
23S_25738233f2c2	59	0	21
16S_1087d414937c	7	4	437
23S_2986e7d00c91	1270	0	271
23S_17475e97898c	31	16	9
16S_231497d71b01	317064	3	2407
23S_2530e4899122	1	0	0
23S_12588b67fd1b	35	0	155
23S_24286da6dd1a	1584	0	505
23S_1520b738ef83	67	0	50
23S_2395aa7b82a1	3295	0	0
23S_26302b0e3206	1582	0	2560
23S_11818f7b2897	9	0	0
16S_221671ca3a8c	296	0	762
23S_1296aac8956a	11	0	1149
23S_271862b37972	2	7	0
16S_2226baad2869	176213	0	5248
16S_23193e32678d	11	0	8
23S_164246f30b6b	1848	4	112
23S_1151051613f2	35	0	43
23S_2045f381acdd	27	0	888
23S_2603b987c808	1	0	4
16S_1853c534a87f	35	0	0
16S_22981265c65b	8	12	442
23S_13472a40b1cb	18221	10	3903
16S_18905fac3836	1338	0	1
23S_261751ee8fc7	27	6	1348
23S_1284d6d2f750	2358	0	7113
23S_2219a066ca12	3192	0	105
16S_2425e8ce593e	1	0	0
16S_14196c8b70eb	14692	0	4
16S_1596445b4440	6	4	404
16S_130511bf1d90	4	0	0
23S_191335520bbe	4	0	4755
23S_1987dfc3b6e8	41	0	0
23S_2101c61f35b6	463	56	453
16S_21064bce5e0c	194625	53	2057
23S_2649a8e2fec7	164	1851	152561
23S_133633d875b8	29	0	25
16S_2664662b6b11	2	0	555
16S_2853e61c3199	153	0	861
23S_1194c5df9643	217	0	154
16S_1602197e5dc0	21533	0	10
23S_2797a2470f08	13	3	1972
16S_28933b9b8762	2	0	0
23S_1158024e2369	13	1	532
23S_267738a13375	6	0	18485
23S_2364fec37cd6	16	0	0
23S_2813bae06e9e	12173	94	1849
23S_22079b867c6f	498	14	827
16S_18342c06bfc0	2965	0	150
23S_2494e8efe17b	180	1844	149123
23S_206135a4d753	3	0	0
23S_226757851aec	48416	0	1
23S_2323caa6d657	155	0	25875
23S_2541f8936417	36165	95	2856
23S_1054d68a801d	21	0	18
23S_2706e51f87ef	14	17	43
23S_1663390490ae	7	0	10
23S_10665d4b8441	98	15	1
23S_2498e9b74042	87	26	52
16S_21188141e285	4261	26	16
23S_260576d72b8d	1682	0	0
23S_286391ac1d30	148	0	29
23S_1166210706cd	1714	0	973
23S_2960373c556e	31	1	0
23S_13023f22000b	1	0	859
23S_2296693a42a9	143	0	144
23S_2814286c5204	441	173	21
23S_227178765a8e	228	28	301
23S_26403e6edb08	16	1	0
23S_217655f35a6c	2	3	220
23S_18563ac05ec3	1	0	2
23S_2922392e6b59	133	0	14
23S_2461e6a11b5d	30	0	65
16S_1082c53596bf	42	1	0
23S_17471ff2204a	18423	11	4075
16S_2436a700ae73	8227	18	15
23S_17476fc01855	54135	5	18
23S_1949b5664884	49	0	37
23S_112310007bb7	11	0	0
23S_254891644135	2	0	4
16S_2898188f90e0	826	0	1335
23S_253828172c72	80	0	240
16S_27320dac39f1	120338	0	3874
23S_154758e44a13	174	2	3
16S_21467dbb4285	714	140	10
23S_14276ed5062e	4	0	209
16S_18137c25078c	123	0	0
23S_18531b6d333c	2	1	1
23S_250970c1c93f	13	1	0
23S_180762e63785	95	24	38
23S_12495f762e79	14734	46	1852
23S_2391bb1c6e3b	1801	0	1648
23S_20366c2c7488	117	0	23
23S_1216dc7e7a10	4	0	566
23S_1344888f50e1	119	8	851
23S_13626df71f68	1147	0	704
16S_1296f8ce397a	25129	1972	160710
16S_2485bb6fe1e3	19757	47	10333
23S_2947fa54283c	1	0	8414
23S_1145e9fbd7db	10	0	3621
23S_114741e3af54	862	9	1766
23S_1363067bb2ef	57	0	5335
23S_231927ef5c1b	53	28	0
16S_1885a386c7dd	6	0	0
23S_128522a3d257	1451	0	10752
23S_1920415b22cc	276	5	620
23S_18816c4bcd4b	36	0	8685
23S_1658d227bfce	293	1	8
23S_14216e89f38e	32631	0	402
16S_27897bf0249f	4	0	4012
23S_1128790a86ac	20	0	131
16S_176605bea2d3	7	4	437
23S_2860910dae39	1	0	0
16S_2411653f19f4	27	0	1
23S_21534926f4ca	1808	0	3109
16S_28097b8a1794	2	0	0
16S_2694fef58db0	8	0	357
23S_2316fab9789b	2517	0	43
16S_192901266153	38331	0	5
23S_23210ad98a3e	54	4	21
16S_26400e50fa2f	1352	0	1531
16S_259912327557	38	0	4110
23S_126203b6e4d8	26	0	75
23S_2539c0dbdbcc	283943	11	3405
23S_2134e94cc871	59	0	140
23S_290895ddd0e1	5	0	4
23S_17095eca811a	204	0	202
23S_21303b6ff154	64	116	31
23S_2886b91a17d4	30	0	1047
23S_1757a413fb6b	7	0	2403
23S_25997b2dce67	389	403	6
23S_19188861ecf3	3	0	74
23S_186840614f5d	916	9	2679
16S_181764ca2308	70	0	1608
23S_16954f609bbc	1	0	32
23S_2791840a8577	43	9	12
23S_2494655fface	1118	0	1329
23S_217400192934	3992	0	1588
23S_24443963dab8	8	0	1096
23S_1179d9ae830e	88	0	378
16S_2467f77a7b45	23	0	0
23S_2487140c9aff	3032	927	129529
23S_23305fbddc76	4921	3750	256152
16S_15384c594cde	10	0	2
23S_2634256929eb	2	0	0
23S_14058a675b69	3297	0	6523
23S_1478150faa0d	63	0	176
16S_161846495b63	148	15	0
16S_251812f0332f	281117	0	1
16S_1631e4d55b39	9196	42	1427
23S_11859a6d9d8e	1922	6	279
16S_17962706f5ae	9009	0	214
23S_1341c84b35f7	164	0	365
23S_1075a06b8373	17	8	40
16S_15640105c3ca	1620	0	1300
23S_2825647124e9	2484	7	452
23S_11567d554e2d	461	2	65
23S_2456f0812a7f	1	0	1089
23S_1247196e7448	76	0	2
23S_1306a65d01ff	1	0	598
23S_2024bb099dfa	2	0	4
23S_23592e5f98d8	35	0	4250
23S_13059639e6a1	159	42	1321
16S_1926d664f554	43835	0	121
23S_10297151167e	30	0	0
23S_16868d6af7ef	135931	0	704
16S_25083f4e853a	269984	0	217
23S_19450b87746e	102359	0	6632
23S_1864cc67f070	2610	2938	207293
23S_2356b34237c1	414995	3727	278778
23S_29891c5fbf44	27	6	1348
23S_13348d15229c	67	2	32
23S_2531ed61bdef	184	0	160
16S_2974d6fbc40e	50211	0	2384
23S_19237fdf1e9e	388	1573	305218
23S_201036946262	1528	2	6
16S_10490712b164	8733	57	155
16S_139315e911b1	20	0	14
